date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
8/27/2020,"While the grieving and wounded watched, Brenton Tarrant was hauled away to face the certainty of dying behind bars after killing 51 people at two mosques in the worst terrorist attack New Zealand has ever seen.","SYDNEY, Australia — Brenton Tarrant doctored triggers to make his weapons fire faster and be more lethal. He used a strobe light to disorient his victims. And after murdering 51 Muslims during Friday Prayer at two mosques in Christchurch, New Zealand, last year, he told the police he wished he had killed even more.","While the grieving and wounded watched, Brenton Tarrant was hauled away to face the certainty of dying behind bars after killing 51 people at two mosques in the worst terrorist attack New Zealand has ever seen.",World,Asia Pacific,Foreign,By Damien Cave and Amanda Saxton,New Zealand Gives Christchurch Killer a Record Sentence,‘Your Actions Were Inhuman’: Christchurch Killer Gets Record Sentence,NA,News,https://www.nytimes.com/2020/08/26/world/asia/christchurch-brenton-tarrant-sentenced.html,,,
11/19/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Natasha Frost,"Covid-19, Boris Johnson, U.S. Troops: Your Thursday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/11/18/briefing/covid-19-boris-johnson-us-troops.html,,,
2/7/2020,"The Times sent a survey to the presidential candidates about matters of war and peace, diplomacy and national security.","The Times sent a survey to the presidential candidates about matters of war and peace, diplomacy and national security.","The Times sent a survey to the presidential candidates about matters of war and peace, diplomacy and national security.",U.S.,Politics,U.S.,NA,China - Foreign Policy,NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2020/us/politics/2020-democrats-china-foreign-policy.html,,,
8/2/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Carole Landry,"Vaccine, TikTok, SpaceX: Your Monday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/08/02/briefing/coronavirus-vaccine-india-us-tiktok-spacex.html,,,
5/14/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Victoria Shannon,"European Tourism, Fed Warning, Matt Damon: Your Thursday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/05/14/briefing/europe-tourism-fed-warning-matt-damon.html,,,
4/2/2020,"Speaker Nancy Pelosi announced she would move to form a special committee to scrutinize the Trump administration’s response, including how more than $2 trillion in federal relief money is being spent.","WASHINGTON — Speaker Nancy Pelosi, moving aggressively to scrutinize the Trump administration’s handling of the coronavirus pandemic, said Thursday that she would seek to create a special bipartisan committee to oversee all aspects of the government’s response, including how it distributes more than $2 trillion in emergency aid.","Speaker Nancy Pelosi announced she would move to form a special committee to scrutinize the Trump administration’s response, including how more than $2 trillion in federal relief money is being spent.",U.S.,Politics,Washington,By Sheryl Gay Stolberg and Nicholas Fandos,"From Afar, Congress Moves to Oversee Trump Coronavirus Response",Pelosi Creating Bipartisan Panel to Oversee Trump’s Response to Crisis,NA,News,https://www.nytimes.com/2020/04/02/us/politics/coronavirus-congress-oversight-trump.html,,,
5/14/2020,Here’s what you need to know.,"When the coronavirus lockdowns began almost two months ago, the outdoors seemed like a scary place. It was where you could get infected by a neighbor, jogger, public bench, doorknob or any number of other things. The better move, as a popular hashtag put it, was to #StayHome.",Here’s what you need to know.,Briefing,NA,NYTNow,By David Leonhardt,"Coronavirus, Michael Flynn, Federal Reserve: Your Thursday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/05/14/briefing/coronavirus-michael-flynn-federal-reserve-your-thursday-briefing.html,,,
3/25/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Melina Delkic,"Coronavirus, India’s lockdown, Jamal Khashoggi: Your Thursday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/03/25/briefing/coronavirus-india-lockdown-jamal-khashoggi.html,,,
9/13/2020,"The camp, already a bleak emblem of Europe’s migrant policy, was locked down after a coronavirus outbreak, prompting some asylum seekers to set fires that left thousands homeless.","LESBOS, Greece — They’ve been sleeping on tombstones and on the side of the road, in parking lots and among dried weeds on the hillsides. They’ve pitched makeshift tents with bamboo poles and blankets. They’ve used the few clothes they have to make mattresses so their babies don’t sleep on tarmac.","The camp, already a bleak emblem of Europe’s migrant policy, was locked down after a coronavirus outbreak, prompting some asylum seekers to set fires that left thousands homeless.",World,Europe,Foreign,By Matina Stevis-Gridneff and Mauricio Lima,"After Fire Razes Squalid Greek Camp, Homeless Migrants Fear What’s Next","Their Camp in Ashes, Refugees Fear It Will Be Rebuilt",NA,News,https://www.nytimes.com/2020/09/13/world/europe/camp-fire-greece-migrants.html,,,
11/3/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Natasha Frost,"Vienna, U.S. Election, Covid-19: Your Tuesday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/11/02/briefing/vienna-attack-us-election-covid-19.html,,,
5/12/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Melina Delkic and Carole Landry,"Wuhan Tests, Modi Rescue Package, Reopenings: Your Wednesday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/05/12/briefing/wuhan-tests-modi-india-reopenings.html,,,
5/27/2020,And what else you need to know today.,"During a six-month span in 2014, four separate police killings of African-Americans grabbed the country’s attention. Eric Garner died after being put in a chokehold in New York, while Michael Brown in Ferguson, Mo.; Laquan McDonald in Chicago; and 12-year-old Tamir Rice in Cleveland were all shot.",And what else you need to know today.,Briefing,NA,NYTNow,By David Leonhardt,The Persistence of Police Killings,NA,NA,briefing,https://www.nytimes.com/2020/05/27/briefing/coronavirus-george-floyd-spacex-your-wednesday-briefing.html,,,
4/20/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Isabella Kwai,"Coronavirus, Spain’s Children, Antibodies: Your Monday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/04/20/briefing/coronavirus-spain-children-antibodies.html,,,
4/18/2020,"“It’s not always like this,” I told my newborn son. But I don’t know what he will face in his lifetime.","In June 2017, hours after I’d held my newborn boy for the first time, a rental van accelerated onto a London Bridge walkway and ran over as many pedestrians as it could. When the van crashed, its occupants got out and began attacking civilians with knives. The three ISIS terrorists were soon shot dead by the police, leaving eight killed and 48 wounded.","“It’s not always like this,” I told my newborn son. But I don’t know what he will face in his lifetime.",Opinion,NA,OpEd,By Matt Gallagher,A Father’s Impossible Promise,NA,NA,Op-Ed,https://www.nytimes.com/2020/04/18/opinion/coronavirus-parenting-war.html,,,
4/28/2020,"Even when governments don’t force people to stay home, fear does. Spain, France and Greece have announced plans to restart daily life, with caveats.",This briefing has ended. Read the latest developments in the coronavirus pandemic here.,"Even when governments don’t force people to stay home, fear does. Spain, France and Greece have announced plans to restart daily life, with caveats.",World,NA,Foreign,NA,Study Finds Coronavirus in Tiny Airborne Droplets in Wuhan,NA,NA,News,https://www.nytimes.com/2020/04/28/world/coronavirus-news.html,,,
8/6/2020,"Earth is overheating. This year is poised to be one of the hottest ever. Millions are already feeling the pain, but the agony of extreme heat is profoundly unequal across the globe.","Earth is overheating. This year is poised to be one of the hottest ever. Millions are already feeling the pain, but the agony of extreme heat is profoundly unequal across the globe.","Earth is overheating. This year is poised to be one of the hottest ever. Millions are already feeling the pain, but the agony of extreme heat is profoundly unequal across the globe.",Climate,NA,Climate,By Somini Sengupta,Here's What Extreme Heat Looks Like: Profoundly Unequal,NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2020/08/06/climate/climate-change-inequality-heat.html,,,
10/28/2020,Lawyers paid by the Pentagon pursued the appeal on behalf of the released prisoner even as the State Department had a $4 million bounty out for him.,This article was produced in partnership with the Pulitzer Center on Crisis Reporting.,Lawyers paid by the Pentagon pursued the appeal on behalf of the released prisoner even as the State Department had a $4 million bounty out for him.,U.S.,Politics,Washington,By Carol Rosenberg,Court Rejects Appeal of Guantánamo Convict Who Rejoined Al Qaeda,NA,NA,News,https://www.nytimes.com/2020/10/28/us/politics/guantanamo-detainee-appeal.html,,,
