doc.id,text,date,section.name,news.desk,byline,headline.main,headline.print,material,,,
1076,"Debra Weiner is interviewing 100 newsmakers, thought leaders and other people who’ve made an outsize difference about the most valuable thing their parents taught them. Following are excerpts from a few of those stories, edited and condensed.",11/10/2020,Well,Well,By Debra Weiner,"For Veterans Day, Some Former Military Officers Reflect on Lessons From Their Parents",NA,News,,,
1077,"Of the countless challenges President-elect Joe Biden will face when he assumes office, few will be as daunting as reversing President Trump’s legacy of bulldozing multilateral institutions, ripping up past international agreements, shattering norms and undermining longstanding alliances.",11/11/2020,Opinion,OpEd,By Robert Malley and Philip H. Gordon,Trump Still Has 70 Days to Wreak Havoc Around the World,Trump Still Has Time to Wreak Havoc,Op-Ed,,,
1078,"WASHINGTON — A little-known counterterrorism official named Christopher C. Miller flew to the Middle East last month to pursue a diplomatic idea: asking Qatar to help devise plans to buy off or otherwise marginalize some senior leaders of the Shabab, Al Qaeda’s affiliate in Somalia, who are more committed to attacking the West.",11/11/2020,U.S.,Washington,By Charlie Savage and Eric Schmitt,He Sidestepped Pompeo and Got Slapped Down. Now He’s the New Pentagon Chief.,Recent Friction for Pompeo And New Pentagon Chief,News,,,
1079,"WILMINGTON, Del. — Doug Emhoff, the husband of Vice President-elect Kamala Harris, has decided to permanently leave his law firm in the next several weeks as his wife prepares to assume the nation’s second-highest office on Jan. 20, a Biden transition team official said on Wednesday.",11/11/2020,U.S.,Washington,By Michael D. Shear,"Doug Emhoff, Harris’s husband, will leave his law firm.",NA,News,,,
1080,[This story is no longer being updated. Find the latest on President-elect Joseph R. Biden’s Cabinet picks here.],11/11/2020,U.S.,Politics,By The New York Times,Who Will Fill Biden’s Cabinet?,Who Are Contenders  For Biden’s Cabinet?,News,,,
1081,"ISLAMABAD, Pakistan — The U.S. Embassy in Islamabad apologized on Wednesday after saying that its official Twitter account had been used without permission to retweet an anti-Trump post from a Pakistani opposition politician and rival of Prime Minister Imran Khan.",11/11/2020,World,Foreign,By Salman Masood,U.S. Embassy in Pakistan Apologizes for Retweeting Election Post,NA,News,,,
1082,A PROMISED LANDBy Barack Obama,11/12/2020,Books,BookReview,By Chimamanda Ngozi Adichie,Chimamanda Ngozi Adichie on Barack Obama’s ‘A Promised Land’,Legacy of Hope,Review,,,
1083,"After the mass resignation of pro-democracy lawmakers in Hong Kong’s legislature, pro-Beijing legislators quickly announced that they would make full use of their new dominance to advance a slew of priorities that otherwise would have met fierce resistance.",11/12/2020,Briefing,NYTNow,By Carole Landry and Dani Blum,Your Friday Briefing,NA,briefing,,,
1084,The political scientist Brendan Nyhan has often responded to events during the Trump presidency by asking a question: What would you say if you saw it in another country?,11/12/2020,Briefing,NYTNow,By David Leonhardt,Trump’s Refusal to Concede,NA,briefing,,,
1085,"Pearl Chin, the founder of Knitty City, a yarn shop on the Upper West Side of Manhattan that became an inclusive sanctuary for urban knitters — even offering a men’s night — as well as a hub for social activism through the craft arts, died on Oct. 27 in Manhattan. She was 71.",11/12/2020,New York,Obits,By Alex Vadukul,Pearl Chin Dies at 71; Her Knitting Store Was a Haven and a Hub,"Pearl Chin, 71, Whose Shop Became a Hub for ‘Craftivism’",Obituary (Obit),,,
1086,WASHINGTON — President Trump’s abrupt installation of a group of hard-line loyalists into senior jobs at the Pentagon has elevated officials who have pushed for more aggressive actions against Iran and for an imminent withdrawal of all American forces from Afghanistan over the objections of the military.,11/12/2020,U.S.,Washington,By David E. Sanger and Eric Schmitt,Trump Stacks the Pentagon and Intel Agencies With Loyalists. To What End?,"Atop Pentagon, A Fresh Group Of Hard-Liners",News,,,
1087,WASHINGTON — President Trump’s abrupt installation of a group of hard-line loyalists into senior jobs at the Pentagon has elevated officials who have pushed for more aggressive actions against Iran and for an imminent withdrawal of all U.S. forces from Afghanistan over the objections of the military.,11/12/2020,U.S.,Washington,By David E. Sanger and Eric Schmitt,Trump has installed loyalists at the Pentagon and intelligence agencies. But to what end?,NA,News,,,
1088,"KABUL, Afghanistan — Three U.S. presidents and 19 years later, it is President-elect Joseph R. Biden’s turn to inherit the American war in Afghanistan. The question that is leaving Afghans hanging is just how quickly he will remove troops.",11/12/2020,World,Foreign,By Thomas Gibbons-Neff,"U.S. Troops Are Still Leaving, but Afghans Hope Biden Will Help",Afghans Look to Biden for Stability as U.S. Troops Leave,News,,,
1089,[Follow our Nobel Prize live updates and winners.],11/12/2020,World,Foreign,By Rick Gladstone,Nobel Peace Prize: A Growing List of Questionable Choices,Some Peace Prize Picks  Can Be Second-Guessed,News,,,
1090,WASHINGTON — Consistent is not the adjective many would use to describe President Trump’s national security policy. But there is one goal he has nurtured since the 2016 campaign: withdrawing all American troops from Afghanistan.,11/13/2020,U.S.,Washington,By Jennifer Steinhauer,Trump Pentagon Purge Could Accelerate His Goal to Pull Troops From Afghanistan,President’s Pentagon Purge Could Accelerate Pullout Of Troops in Afghanistan,News,,,
1091,"Joanna Harcourt-Smith was a 26-year-old European socialite in Switzerland in 1972 when she met Timothy Leary, the psychedelic Pied Piper to the flower children of the 1960s.",11/14/2020,U.S.,Obits,By Katharine Q. Seelye,"Joanna Harcourt-Smith, 74, Dies; Lived a ‘Psychedelic Love Story’",Joanna Harcourt-Smith Dies at 74;  Joined Leary in LSD-Fueled Affair,Obituary (Obit),,,
1092,"WASHINGTON — Al Qaeda’s second-highest leader, accused of being one of the masterminds of the deadly 1998 attacks on American embassies in Africa, was killed in Iran three months ago, intelligence officials have confirmed.",11/14/2020,World,Foreign,"By Adam Goldman, Eric Schmitt, Farnaz Fassihi and Ronen Bergman","Al Qaeda’s No. 2, Accused in U.S. Embassy Attacks, Was Killed in Iran",Qaeda’s No. 2  Killed in August  In Iran Capital ,News,,,
1093,"ATHENS — The mosque that took more than a century to open, surviving legal, political and financial challenges, has closed in less than a week, a temporary victim of the coronavirus pandemic.",11/14/2020,World,Foreign,By Niki Kitsantonis,It Took a Century to Open a Mosque in Athens. Then Came the Pandemic.,Long-Awaited Mosque Briefly Opens as Restrictions Return,News,,,
1094,[The Best Books of 2020: View our full list.],11/15/2020,Books,Books,By Jennifer Szalai,"In ‘A Promised Land,’ Barack Obama Thinks — and Thinks Some More — Over His First Term",Obama Thinks (and Thinks Some More) About His First Term,Review,,,
1095,"Roger W. Jepsen, an Iowa Republican and Reagan administration ally who served one term in the Senate before losing a 1984 re-election bid after it was revealed that he had joined a private health spa that was later shut down on prostitution charges, died on Friday in Bettendorf, Iowa. He was 91.",11/15/2020,Obituaries,Obits,By Robert D. McFadden,"Roger Jepsen, Senator From Iowa and Reagan Ally, Dies at 91","Roger Jepsen, 91, Senator From Iowa and Staunch Reagan Ally, Is Dead",Obituary (Obit),,,
1096,"Roger W. Jepsen, an Iowa Republican and Reagan administration ally who served one term in the Senate before losing a 1984 re-election bid after it was revealed that he had joined a private health spa that was later shut down on prostitution charges, died on Friday in Bettendorf, Iowa. He was 91.",11/15/2020,Obituaries,Obits,By Robert D. McFadden,"Roger Jepsen, Senator From Iowa and Reagan Ally, Dies at 91","Roger Jepsen, 91, Senator From Iowa and Staunch Reagan Ally, Is Dead",Obituary (Obit),,,
1097,"Like President Bill Clinton, Joseph R. Biden Jr. is an empathetic extrovert with a sprawling network of friends. Like President George W. Bush, he maintains strict personal discipline (for Mr. Biden, that meant Peloton rides and protein shakes this year, to offset an ice cream habit).",11/15/2020,U.S.,Politics,By Katie Glueck and Thomas Kaplan,Want a Preview of President Biden? Look to the Campaign Trail,How Will Biden Lead? Look to His Campaign,News,,,
1098,(Want to get this newsletter in your inbox? Here’s the sign-up.),11/16/2020,Briefing,NYTNow,By Victoria Shannon and Judith Levitt,"Vaccine, Biden, Arctic Oil: Your Monday Evening Briefing",NA,briefing,,,
1099,"WASHINGTON — President Trump is expected to order the U.S. military to withdraw thousands of troops from Afghanistan, Iraq and Somalia by the time he leaves office in January, using the end of his time in power to significantly pull back American forces from far-flung conflicts around the world.",11/16/2020,U.S.,Washington,"By Eric Schmitt, Thomas Gibbons-Neff, Charlie Savage and Helene Cooper","Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia","Trump Is Said to Plan Reduction of Forces in Afghanistan, Iraq and Somalia",News,,,
1100,"In the summer of 2004, I drove from my new home in Islamabad to the dowdy garrison city of Rawalpindi, about fifteen miles away. The road led down a chaotic, fume-choked highway where tiny yellow taxis weaved around hulking rainbow-coloured trucks, their flanks painted with delicate floral motifs. After passing the army’s General Headquarters, I turned onto a quieter road and pulled up outside a quaint-looking, Victorian-era building. A pungent odour of brewing hops wafted through the air. The owner waited inside.",11/17/2020,Books,BookReview,NA,"‘The Nine Lives of Pakistan: Dispatches From a Precarious State,’ by Declan Walsh: An Excerpt",NA,Review,,,
1101,THE NINE LIVES OF PAKISTAN Dispatches From a Precarious State By Declan Walsh,11/17/2020,Books,BookReview,By Amna Nawaz,He Reported on Pakistan’s Volatile Politics. Then He Became a Story Himself.,On the Verge,Review,,,
1102,"Whenever I visited my local coffee shop this summer, it did not allow any customers inside. I ordered a cup from a worker standing at a table blocking the front door and came back a few minutes later to pick it up.",11/17/2020,Briefing,NYTNow,By David Leonhardt,Vaccine Optimism,NA,briefing,,,
